chromosome	BrdU_start	BrdU_end	readID	read_start	read_end	strand	sample
chrX	119739054	119749010	05de96f9-c54d-4f9a-bb3f-ca6fb63eb6ff	119738163	119758202	fwd	OV3_Cisp0
chrX	120791323	120794216	30a00d84-fcf1-4e44-8260-d0b6401960a2	120764292	120795225	fwd	OV3_Cisp0
chrX	123350614	123352890	4ead0b2d-743a-4d13-9290-a646d157aee4	123350608	123355765	rev	OV3_Cisp0
chrX	124110548	124115328	784698e1-4549-4d42-bcf4-7ad02f691dc1	124107249	124147155	fwd	OV3_Cisp0
chrX	124344041	124349857	58f0deb5-3b9d-4536-b1dd-35a40df4699c	124327104	124351111	rev	OV3_Cisp0
chrX	125127981	125135856	32463873-5604-453e-a55b-585030b2cea7	125102326	125135863	rev	OV3_Cisp0
chrX	126955922	126959500	6454f146-5425-476c-922a-188b783adf53	126934800	126987268	rev	OV3_Cisp0
chrX	129559225	129564864	0ec2b672-80b0-424d-8f5d-15e014c310a5	129559218	129570845	rev	OV3_Cisp0
chrX	130342189	130345706	ae4fbb9e-14ce-4049-97a7-13a6c870dc13	130334800	130345713	rev	OV3_Cisp0
chrX	130618178	130621120	a59690b2-1dec-4a85-ba19-624235669337	130607494	130621129	rev	OV3_Cisp0
chrX	130625856	130634380	f7c6cb0a-0e64-431e-9fce-8d0294ba8324	130616732	130634385	rev	OV3_Cisp0
chrX	131031065	131033609	c8b01efa-3fc7-4268-b558-2d17dbb19681	131014900	131033615	fwd	OV3_Cisp0
chrX	134204235	134210473	b1f06ba2-8494-449b-8c5b-1ec2d0310624	134204214	134227461	fwd	OV3_Cisp0
chrX	134220561	134227456	b1f06ba2-8494-449b-8c5b-1ec2d0310624	134204214	134227461	fwd	OV3_Cisp0
chrX	136451886	136456243	381475b7-118d-49aa-bc9d-99a58e2badbc	136451880	136466218	rev	OV3_Cisp0
chrX	138631912	138636949	a5111d28-6f04-4dbb-b25c-9d332966756f	138614992	138637923	fwd	OV3_Cisp0
chrX	139344681	139347651	8106f7d9-d343-41e7-82b8-9c6a41f2372b	139333881	139347665	fwd	OV3_Cisp0
chrX	143649299	143661465	54f8d2cc-5a1c-4738-b29b-c96bdfea4e09	143648264	143668860	rev	OV3_Cisp0
chrX	145384123	145399560	c91d0409-92b7-47f1-9a68-c973c44219d1	145383063	145417281	rev	OV3_Cisp0
chrX	146608846	146623243	a34bf8ae-5421-4744-91f4-25c819afde35	146597917	146626754	fwd	OV3_Cisp0
chrX	150388160	150390779	54bdd73c-9561-4a53-a6cd-74bebdf32ce7	150383225	150415228	fwd	OV3_Cisp0
chrX	150919032	150927872	3b3f80c1-0c0e-4480-8370-95e3c8619836	150917604	150938911	fwd	OV3_Cisp0
chrY	56725165	56726186	a6cb75b0-ea35-4ceb-bfb2-0511d27c63eb	56721176	56740896	rev	OV3_Cisp0
chrY	56833474	56839463	0373faf3-3444-402f-a5de-3611eec9962d	56825765	56840545	rev	OV3_Cisp0
chrY	56827489	56829356	ca865f8e-3ccc-4cb2-b062-78454fc1fb89	56827372	56840546	fwd	OV3_Cisp0
chrY	56886769	56889038	a2756d59-59dc-4776-9fc9-b2ce49e171ac	56884211	56889614	rev	OV3_Cisp0
chr1	73813485	73814594	2a4b3a44-e0da-4e6a-8078-811115952dfe	73803858	73814612	rev	OV3_Cisp1_masked
chr1	103270124	103271421	5d2ef80e-3e1a-4c47-a88a-e8d9a9cf42bc	103270117	103275516	fwd	OV3_Cisp1_masked
chr1	103984870	103986421	bb36dcdb-cb74-42e1-85bf-625f4e560b41	103984866	103993323	fwd	OV3_Cisp1_masked
chr1	143202349	143206327	9b3ae007-4163-42a5-9ed8-3b84e911465b	143184598	143242855	fwd	OV3_Cisp1_masked
chr1	143219875	143220976	195913d0-900e-455d-a801-53f3d9805d9b	143211654	143222963	fwd	OV3_Cisp1_masked
chr1	143219616	143220898	4b4101b4-ef9e-4851-b761-01e72725a8a9	143212389	143221737	rev	OV3_Cisp1_masked
chr1	148597521	148602065	82a33d7f-b7e2-4fe5-92d8-808a7e633b04	148592873	148605341	rev	OV3_Cisp1_masked
chr1	207419243	207423232	77a3399f-7427-43a8-9cfd-3954e58b1a76	207419235	207440997	fwd	OV3_Cisp1_masked
chr1	241629504	241635524	47ee281b-b6c0-4095-ac04-705541f83444	241629496	241639266	rev	OV3_Cisp1_masked
chr10	27593732	27597976	fb380788-3958-44ae-8022-f4c0a162489c	27593725	27603512	fwd	OV3_Cisp1_masked
chr10	38492523	38518733	9282c5f7-43d1-421a-b337-3d427128c8ad	38489442	38518739	rev	OV3_Cisp1_masked
chr10	41874318	41880985	0f6c8b3f-c125-4240-aa20-40ead838e4f9	41873791	41895042	fwd	OV3_Cisp1_masked
chr10	41897912	41898976	806468f6-34ea-4e3b-b26f-3752e716a4a3	41889467	41916262	fwd	OV3_Cisp1_masked
chr10	41907833	41915868	806468f6-34ea-4e3b-b26f-3752e716a4a3	41889467	41916262	fwd	OV3_Cisp1_masked
chr10	52851844	52856275	15bc7cda-ecf2-49d3-a4df-0eb6ff111c3f	52850806	52861623	rev	OV3_Cisp1_masked
chr10	57391395	57395212	39efdaff-2d2a-488d-931b-e4c1d05cb425	57386599	57408582	fwd	OV3_Cisp1_masked
chr10	73608776	73609889	3dd2416d-33ea-42d7-bbe5-a843e5e48d03	73608269	73618574	rev	OV3_Cisp1_masked
chr11	20998716	21000142	295f53e3-2637-464c-93bb-c8c3c0139a88	20991788	21000147	rev	OV3_Cisp1_masked
chr11	76143549	76149478	34a80ff0-21d9-4a57-b734-25949575618f	76143539	76161970	rev	OV3_Cisp1_masked
chr11	76433896	76436694	008b7da8-868f-4ed7-afee-86bb5689766e	76429188	76436698	rev	OV3_Cisp1_masked
chr11	113378006	113381993	f6a7aab5-c5a5-423c-b993-a218f370827e	113377675	113385559	fwd	OV3_Cisp1_masked
chr11	121847846	121850634	e3db3f54-2b4c-4c91-950e-c89928364545	121843122	121850639	fwd	OV3_Cisp1_masked
chr11	127955383	127963829	a22a0e4a-67e0-424b-9505-0c72cf654178	127947138	127968545	rev	OV3_Cisp1_masked
chr12	22872160	22873386	798b7a99-1a7e-419e-beee-1d0ae9be40ce	22872154	22882250	rev	OV3_Cisp1_masked
chr12	41200663	41205310	8cfaf04d-4722-4604-b05b-7d8fafa90180	41200653	41210776	rev	OV3_Cisp1_masked
chr12	51425805	51429175	b014211e-2d9d-4839-8f0e-a318fe341c34	51424471	51432810	fwd	OV3_Cisp1_masked
chr12	65667130	65669258	0f8cca1a-8433-49ee-88ca-8a631c263de1	65667124	65678571	rev	OV3_Cisp1_masked
chr12	67252236	67258084	65454942-c8b2-49d6-99ea-1eff997ad502	67252231	67260445	fwd	OV3_Cisp1_masked
chr12	90711244	90722536	e82c6b68-21a5-4f0d-accf-c01287b96d35	90711240	90725668	fwd	OV3_Cisp1_masked
chr13	60641373	60645613	30fe0e7d-8e73-4a58-bc55-53e693c93e81	60632630	60645623	rev	OV3_Cisp1_masked
chr13	86830955	86835361	239422fc-c8ad-4444-8054-56fafe47f7dd	86830432	86843353	rev	OV3_Cisp1_masked
chr13	95558049	95561744	d8c7c9fb-62be-4a73-ba20-7c2805b1e4a7	95555262	95561754	fwd	OV3_Cisp1_masked
chr13	105818315	105824211	f2cdcbf2-9b39-4b3d-a59b-b25c5509a66a	105818307	105831166	fwd	OV3_Cisp1_masked
chr14	47672263	47680963	8a9fb653-87e8-4c0a-b834-b49ca229ea32	47669268	47681881	rev	OV3_Cisp1_masked
chr14	55111203	55114069	2894c308-cf51-420b-81ec-fb72c8d781c6	55103150	55114075	rev	OV3_Cisp1_masked
chr15	38107232	38112386	44483b1c-32f6-4063-b1f8-ff5d9bfe965a	38105445	38112391	fwd	OV3_Cisp1_masked
chr15	74289375	74291081	bf8b52c8-2487-4b25-8744-b5b953443eaf	74278785	74296638	fwd	OV3_Cisp1_masked
chr16	59956325	59966802	ea45ebad-9f66-4ac9-bb9c-8228ef34e13e	59954268	59969937	fwd	OV3_Cisp1_masked
chr17	12740721	12743554	5fcfb1a2-2e71-417c-83a0-4f71bcfb9347	12740711	12749481	fwd	OV3_Cisp1_masked
chr17	60535115	60538530	ad5e1496-14bb-4acb-8786-4951f88d647f	60527329	60538536	fwd	OV3_Cisp1_masked
chr17	62379621	62388430	29ebbdac-91f3-4029-ace8-654692152ac7	62375780	62389111	fwd	OV3_Cisp1_masked
chr17	77135196	77142265	bc5f3670-61ec-4a4f-9276-cd9ffe2ef8db	77130834	77142269	rev	OV3_Cisp1_masked
chr17	81876648	81887925	df242f5a-c888-4f48-acd0-c877b742e936	81874877	81888713	fwd	OV3_Cisp1_masked
chr18	3509906	3517518	9fcb526e-3d76-4ca3-948c-e226daceff08	3509786	3520904	fwd	OV3_Cisp1_masked
chr2	6809560	6810770	97b1e809-1a13-442c-8d5b-eef9cc2e20aa	6806011	6821640	rev	OV3_Cisp1_masked
chr2	13717276	13722492	d41eb29d-8e18-474f-b0ca-e03f8bc381dc	13712484	13723732	rev	OV3_Cisp1_masked
chr2	15351361	15355445	5de0ee08-d481-464b-a1a4-7be13556f5da	15351352	15359343	rev	OV3_Cisp1_masked
chr2	17739725	17747312	c1f8b8e6-db20-4671-a20f-0d9a7833103c	17739125	17750389	fwd	OV3_Cisp1_masked
chr2	66371230	66375660	cdfdd430-5e95-4474-9bc3-dac05199fbe2	66365449	66375666	fwd	OV3_Cisp1_masked
chr2	70722032	70725598	6d541010-8595-40d7-b10d-6b26ce384e79	70716705	70725607	fwd	OV3_Cisp1_masked
chr2	87416792	87418187	d5b0c0dd-2b33-4a42-8f6d-7ffc6fa12bfb	87413549	87431213	fwd	OV3_Cisp1_masked
chr2	87421025	87425604	d5b0c0dd-2b33-4a42-8f6d-7ffc6fa12bfb	87413549	87431213	fwd	OV3_Cisp1_masked
chr2	87427906	87429372	d5b0c0dd-2b33-4a42-8f6d-7ffc6fa12bfb	87413549	87431213	fwd	OV3_Cisp1_masked
chr2	87414664	87418081	c84535dc-6268-46fd-be82-a3be81f683f2	87414111	87431213	fwd	OV3_Cisp1_masked
chr2	87419349	87421312	c84535dc-6268-46fd-be82-a3be81f683f2	87414111	87431213	fwd	OV3_Cisp1_masked
chr2	100860571	100872248	b4860886-2d64-4c45-90aa-8f12c7f3f128	100860566	100880508	rev	OV3_Cisp1_masked
chr2	146839222	146847749	58e1536e-0642-4f2c-9a14-2bf7226e4b5e	146839209	146850622	fwd	OV3_Cisp1_masked
chr2	157313691	157315676	cbd9a9b9-f702-43b6-9a7d-e9310b911a7f	157305539	157315680	rev	OV3_Cisp1_masked
chr2	162647720	162649651	14012148-9c90-44b1-aa7f-bda9db9b7fd8	162646271	162656531	rev	OV3_Cisp1_masked
chr2	165093347	165098306	588a4d8a-de31-4fb3-a831-e7d131b6d029	165083102	165098311	fwd	OV3_Cisp1_masked
chr2	198335136	198338839	a097662c-2131-4c69-b7b7-00cc25659fec	198334775	198341756	fwd	OV3_Cisp1_masked
chr2	215375851	215379611	3607c143-73ca-4299-9ab4-b3b7a147f136	215375842	215381604	rev	OV3_Cisp1_masked
chr20	29083780	29086013	dc5b603c-40b9-4b07-9bb7-02afb6723031	29083773	29089582	rev	OV3_Cisp1_masked
chr20	31051846	31052951	3fe25e77-1339-4430-b40c-d51c9b9a01c5	31051526	31070436	fwd	OV3_Cisp1_masked
chr20	31062817	31064027	3fe25e77-1339-4430-b40c-d51c9b9a01c5	31051526	31070436	fwd	OV3_Cisp1_masked
chr20	31056150	31057175	78ee738b-fc51-4fd4-9b59-8460791a88db	31052299	31062533	fwd	OV3_Cisp1_masked
chr20	31066719	31068088	d1e19435-93a5-4856-9b77-a27d22a28b89	31052798	31074901	rev	OV3_Cisp1_masked
chr20	31054076	31055875	5fee887f-ce6a-457e-a2bb-45349aff0852	31054069	31061889	fwd	OV3_Cisp1_masked
chr20	31074662	31075904	61a3e260-aa64-4fd4-81c9-ceef779e6f8d	31056401	31078690	fwd	OV3_Cisp1_masked
chr20	31071867	31072957	c59646d1-1a2e-4dc9-b3ac-a8a4e723074f	31057030	31077103	fwd	OV3_Cisp1_masked
chr20	31071293	31072477	66898fd7-e415-4940-8f7c-ee35a2bbffc3	31058143	31080766	fwd	OV3_Cisp1_masked
chr20	31075780	31076903	66898fd7-e415-4940-8f7c-ee35a2bbffc3	31058143	31080766	fwd	OV3_Cisp1_masked
chr20	31070369	31071772	5514a686-7330-41c5-ab6c-2e401c18367a	31058665	31077795	fwd	OV3_Cisp1_masked
chr20	31071189	31072412	bd37ac1d-40a8-45d8-8d40-82d7e35189a5	31059663	31075706	fwd	OV3_Cisp1_masked
chr20	31061982	31063847	823c84cb-a2c8-433f-9ca1-0989911fa63f	31060559	31074876	fwd	OV3_Cisp1_masked
chr20	31063272	31065187	b73a02bb-4e58-4ddd-95f4-54179b351040	31060926	31076599	fwd	OV3_Cisp1_masked
chr20	31062802	31063872	cf5ad76d-1cc8-44a0-9891-81d4fca86b29	31061278	31074395	fwd	OV3_Cisp1_masked
chr20	31071293	31073577	cf5ad76d-1cc8-44a0-9891-81d4fca86b29	31061278	31074395	fwd	OV3_Cisp1_masked
chr20	31067394	31068548	4bf04e73-f124-49fc-8a41-cb5f916ea27f	31061684	31073324	fwd	OV3_Cisp1_masked
chr20	31071702	31073622	4cba34c0-ce07-42ba-86e8-974652690a96	31062225	31075122	fwd	OV3_Cisp1_masked
chr20	31065062	31066649	4dd6130d-c781-4eb7-a564-a0d18c493f00	31062709	31071061	fwd	OV3_Cisp1_masked
chr20	31064047	31065417	db750b1a-317a-4272-b4d1-b5484001ee55	31062880	31070870	fwd	OV3_Cisp1_masked
chr20	31071937	31072987	5765bb02-f4bc-4841-a3dd-d0549beccec5	31062827	31080055	fwd	OV3_Cisp1_masked
chr20	31066495	31067808	8b98797d-7498-42d5-89c7-0e83e2dc04f2	31063739	31074628	fwd	OV3_Cisp1_masked
chr20	31070819	31071967	987b3e97-05d9-4580-b47b-25959c7f976c	31070424	31077689	fwd	OV3_Cisp1_masked
chr20	31186493	31187613	eba14b76-518e-4113-b283-21b9e81a845d	31186431	31192040	rev	OV3_Cisp1_masked
chr20	48049069	48050647	d646da7d-4e2e-4d68-ae55-f404c41a4864	48041716	48050655	fwd	OV3_Cisp1_masked
chr21	16020349	16021379	8e17b848-94f0-4683-9e52-e42c4b0bf0c8	16014297	16029881	rev	OV3_Cisp1_masked
chr22	10722633	10724117	50c67c49-29a1-439b-b234-793216a8b362	10722460	10740157	rev	OV3_Cisp1_masked
chr22	26613094	26621094	e3c880be-1cb2-4c03-9467-1dd7f96f0618	26613062	26623912	fwd	OV3_Cisp1_masked
chr22	31515018	31518146	8c702685-9c72-4555-b5dd-696c32c8d6b3	31515014	31530311	fwd	OV3_Cisp1_masked
chr3	12416757	12420943	f57b39ae-f12a-4804-abc3-c71894b921f9	12409554	12420960	fwd	OV3_Cisp1_masked
chr3	15729893	15732353	e5f76704-b904-4931-88c3-085ce4d38f00	15717169	15732357	rev	OV3_Cisp1_masked
chr3	29226556	29231429	7fa7380b-25bc-449b-8941-0af35fe19253	29223851	29231445	rev	OV3_Cisp1_masked
chr3	61472958	61476781	bf91a270-8519-4bc4-972c-976f67380c20	61464917	61476787	fwd	OV3_Cisp1_masked
chr3	82261398	82263789	6a4cfe82-b33a-4a83-ac6a-e5283cafea01	82257591	82263795	rev	OV3_Cisp1_masked
chr3	89381866	89383192	50ec97b4-ec50-42be-b1d6-dd154610b95d	89381861	89387275	rev	OV3_Cisp1_masked
chr3	90067911	90079414	7bc1fcb4-8b91-44db-afcd-b983f4435ee5	90061856	90081651	rev	OV3_Cisp1_masked
chr3	108904619	108907779	8b1ff379-c490-4bca-9176-5b29c056b1ab	108900014	108907785	rev	OV3_Cisp1_masked
chr3	110689941	110698626	42bc603c-43b3-4b54-8534-24d4b3be9d06	110689935	110701986	fwd	OV3_Cisp1_masked
chr3	156752553	156756275	db94fcf0-7867-4998-a5df-ef088d92006c	156752549	156758588	fwd	OV3_Cisp1_masked
chr3	164021007	164025083	c66b99a2-2fa7-460c-b709-266e0c4ba9cb	164018996	164025324	fwd	OV3_Cisp1_masked
chr3	171249965	171253720	9dc858dd-1528-4d1e-857b-add170a7ebb0	171249961	171256736	fwd	OV3_Cisp1_masked
chr3	178127281	178132069	c851c878-1100-4b02-af42-38fe6ebb5f05	178121028	178132077	rev	OV3_Cisp1_masked
chr3	187640562	187647089	476d8188-c35c-4f5f-8403-d1b6179034c4	187640528	187650858	fwd	OV3_Cisp1_masked
chr3	190014122	190018404	fd838802-3999-4fdb-9cbe-1a793a2df89f	190013364	190020914	rev	OV3_Cisp1_masked
chr3	191324110	191327754	bc65e83c-96e5-4a78-b464-5c733c25bedb	191321355	191327759	fwd	OV3_Cisp1_masked
chr4	23666276	23674404	57c852de-c09e-4b83-877c-36d1cd9bf382	23661634	23674409	fwd	OV3_Cisp1_masked
chr4	49105055	49107520	929594ee-f6bc-4592-b72b-05358679b18e	49097071	49114651	fwd	OV3_Cisp1_masked
chr4	49106754	49107949	b2593206-8336-4575-bd73-493cefe6bc04	49100347	49112659	rev	OV3_Cisp1_masked
chr4	49122292	49123437	e427b7f1-d950-4fac-b848-131909a50cb6	49107058	49134966	rev	OV3_Cisp1_masked
chr4	49129089	49130728	e427b7f1-d950-4fac-b848-131909a50cb6	49107058	49134966	rev	OV3_Cisp1_masked
chr4	49142793	49144475	c758e69e-862b-4188-be0a-0ddeaa70e04a	49138579	49147794	fwd	OV3_Cisp1_masked
chr4	49151963	49154107	cb51dc8e-0ff1-4c91-bbfc-728326309f3a	49149062	49154695	rev	OV3_Cisp1_masked
chr4	49148756	49150390	7a524d78-d6fe-4e1f-aa23-54c7b81ef930	49146922	49156630	fwd	OV3_Cisp1_masked
chr4	49153869	49154938	7a524d78-d6fe-4e1f-aa23-54c7b81ef930	49146922	49156630	fwd	OV3_Cisp1_masked
chr4	49151829	49152876	07d689f1-70c0-472a-970e-f464128d65f1	49150017	49156631	fwd	OV3_Cisp1_masked
chr4	49639945	49642861	67175fa9-c49f-4df0-aa84-49ad73aa29f6	49631416	49643782	fwd	OV3_Cisp1_masked
chr4	49636924	49641063	42df64e0-6422-42d2-b98a-c0e448f0997e	49633508	49647877	fwd	OV3_Cisp1_masked
chr4	90229892	90234109	d0765916-b54e-4a14-a392-a5eec988dfc8	90223105	90235803	rev	OV3_Cisp1_masked
chr4	98499316	98502200	ac915d5b-f5a9-4569-a9bb-0958e3177b90	98498467	98506389	rev	OV3_Cisp1_masked
chr4	127717447	127718653	151fffa6-2199-4980-8797-20135958702d	127716357	127723175	fwd	OV3_Cisp1_masked
chr4	174040850	174041966	e6267fb1-7a09-4d4f-a007-3ef21ee14bd6	174036297	174051135	rev	OV3_Cisp1_masked
chr5	13548156	13549636	52d5758c-7e7c-4948-b5f9-7c7baf81de40	13548151	13558606	fwd	OV3_Cisp1_masked
chr5	18016093	18020081	b6def09d-0587-4906-a8ff-698d62c19a91	18012992	18023670	rev	OV3_Cisp1_masked
chr5	20635274	20640899	b89c004b-caea-4fd7-9cbd-c83441cce597	20635268	20660380	rev	OV3_Cisp1_masked
chr5	32422517	32427609	38797131-1eec-4841-a8e9-09a3217f9759	32416624	32427638	fwd	OV3_Cisp1_masked
chr5	49656713	49658136	ba414ecb-e26a-4a26-9abd-c8f7dab30d67	49656261	49661871	fwd	OV3_Cisp1_masked
chr5	49658888	49660505	9e40bf76-70c5-4875-99a8-b5a78d5a1d17	49656261	49661871	rev	OV3_Cisp1_masked
chr5	49659735	49660738	4325e642-1dc1-4c24-8a99-7d3b388824ad	49656261	49661871	rev	OV3_Cisp1_masked
chr5	49656297	49660380	205d9343-d4a7-4bce-b352-2d9036302dee	49656291	49661871	fwd	OV3_Cisp1_masked
chr5	77649366	77653819	8a8b156e-81d3-429e-88cc-24710f941378	77641444	77653825	rev	OV3_Cisp1_masked
chr5	90840480	90847306	0aee33e1-34bf-4052-87fc-5e5aa2899391	90840476	90859379	fwd	OV3_Cisp1_masked
chr5	129837047	129838206	fa4959c3-1478-4815-922d-8e3c5343aa0b	129833754	129839327	rev	OV3_Cisp1_masked
chr5	148775114	148776217	133b4ea9-9a3c-4a2a-a689-69909fc56364	148775103	148786615	fwd	OV3_Cisp1_masked
chr5	176968735	176972344	a24dce28-97cb-4526-a18b-34e88404ba8a	176964987	176975464	fwd	OV3_Cisp1_masked
chr6	39032961	39039540	705154fc-e7ec-4b28-a3d3-944db03975e0	39032719	39051870	rev	OV3_Cisp1_masked
chr6	83098881	83104181	fd3ce4ea-a4cf-4752-981c-f45101ccd6df	83094529	83104187	fwd	OV3_Cisp1_masked
chr6	106950573	106953775	1d8fe8c5-3971-4b0e-b7a6-d0baf7b9b252	106943072	106954596	fwd	OV3_Cisp1_masked
chr6	139443981	139447618	917d68bf-18e9-45a4-801a-08996dd86600	139443976	139453922	rev	OV3_Cisp1_masked
chr6	155409734	155413277	519bc4f8-31a1-4230-a415-c71f53c0ecb8	155401203	155418640	fwd	OV3_Cisp1_masked
chr7	16225469	16226592	04f105f1-df1c-43e1-b8e9-5272551e0656	16210792	16229439	rev	OV3_Cisp1_masked
chr7	51320538	51326931	c75c98c4-f2bc-4b35-b665-8772c6c48d8b	51319937	51332399	fwd	OV3_Cisp1_masked
chr7	55870231	55874983	dbfe91e0-5f3f-46b3-8768-82859d592fd5	55863236	55875946	rev	OV3_Cisp1_masked
chr7	65429722	65431091	4df59453-4664-4809-8368-a231bab30216	65414823	65442490	rev	OV3_Cisp1_masked
chr7	91368469	91371717	84b24637-918a-4ff1-aa62-2ce4a33a0efc	91361574	91371721	rev	OV3_Cisp1_masked
chr7	121440821	121447151	ea574a80-914f-4db3-8e37-37a984914b88	121437806	121447156	fwd	OV3_Cisp1_masked
chr7	139585364	139592907	ce41c8a5-286e-4da5-ada0-c8664c2457c8	139568948	139593245	rev	OV3_Cisp1_masked
chr7	149520964	149525545	4f9a4b3b-86a8-4508-9ab1-004f912d5251	149520958	149530053	rev	OV3_Cisp1_masked
chr7	153485062	153487410	cc48d77e-b8a7-49f9-95d1-04824c456237	153478039	153490807	rev	OV3_Cisp1_masked
chr8	4251941	4253884	148de6b4-9b14-47e5-82a6-13d6fdc62dad	4247756	4254942	fwd	OV3_Cisp1_masked
chr8	12609533	12611320	c25227b3-551b-45e5-9e02-1d18546e7c7f	12597437	12622255	rev	OV3_Cisp1_masked
chr8	34433454	34437495	e3316999-cb25-4cde-8553-431fcf241cf9	34433441	34449599	rev	OV3_Cisp1_masked
chr8	34444527	34455647	f950fcc5-f75b-4221-af62-ea44fbc1a53c	34444143	34478345	rev	OV3_Cisp1_masked
chr8	55283636	55284792	dfb993a8-21b4-477a-b1b3-0c7be22ab3d6	55281667	55293030	rev	OV3_Cisp1_masked
chr8	59276370	59285242	fa3a4f42-1239-48b1-a26c-f0b94cb70e4e	59270784	59285248	fwd	OV3_Cisp1_masked
chr8	79410043	79411647	8a650ead-2424-43b4-90c1-14c33a740200	79410037	79415397	fwd	OV3_Cisp1_masked
chr8	80352555	80362894	12e3ee27-bcb0-4b0a-9c07-86f5ed7ddeb1	80352548	80368100	rev	OV3_Cisp1_masked
chr8	98231048	98239577	23b59736-7dff-497c-bc61-75e59a7ba2ac	98225459	98240969	rev	OV3_Cisp1_masked
chr8	101200398	101201629	0dadfaec-d68a-4746-869a-d581b9bf321f	101193469	101201635	rev	OV3_Cisp1_masked
chr8	120262246	120267856	3e58ec32-a960-4a3b-9683-9c0f327be6cb	120256414	120267861	fwd	OV3_Cisp1_masked
chr9	2073652	2089753	e549dc16-f0dd-406d-85a0-2840da3d24c1	2073648	2096800	fwd	OV3_Cisp1_masked
chr9	11059259	11061131	4e7f16c9-10e7-4ac6-8d7f-d1c056f2af84	11056839	11065823	rev	OV3_Cisp1_masked
chr9	16660132	16661859	5d79dcc0-b962-4ddf-9a31-a32e34d5110b	16660123	16665603	rev	OV3_Cisp1_masked
chr9	43319128	43320199	0716c11a-56c1-4d64-8601-a38d333b0186	43315876	43332174	rev	OV3_Cisp1_masked
chr9	95688142	95697382	cae5b409-6d9f-4f0c-86db-c32d241be0ee	95684791	95698213	fwd	OV3_Cisp1_masked
chr9	97115680	97117956	d1aaf4ae-8c05-478b-a2d4-863c542e8959	97115674	97124931	rev	OV3_Cisp1_masked
chr9	106625037	106638466	ca363780-17e5-4578-981b-b748c2f5b628	106619990	106639207	rev	OV3_Cisp1_masked
chr9	131240454	131241495	d2dcac35-06c9-4fbf-96ec-cafc1bff84ca	131239581	131253779	rev	OV3_Cisp1_masked
chrX	67550810	67552542	95fb972d-5e16-4cdc-ac8b-5fabf7c992e0	67543346	67552548	fwd	OV3_Cisp1_masked
chrX	90103436	90106612	f0cd8d96-274a-478a-ae5a-7023b99182a4	90103425	90121681	fwd	OV3_Cisp1_masked
chrX	119650929	119664615	57fd5ef4-ef1f-4a4c-9002-2a1a3725d724	119649029	119669791	fwd	OV3_Cisp1_masked
chrX	152886441	152889546	bf81299c-2cf3-4729-bbdb-6b2af8215c49	152886435	152901463	fwd	OV3_Cisp1_masked
chrY	56863218	56868586	fdd136b5-5c15-4e14-84d8-c06809e204d8	56856819	56868590	rev	OV3_Cisp1_masked
chr1	1750428	1757619	876651bd-c207-47cb-8260-2b76365d5a23	1748526	1764431	fwd	UWB_Cisp0
chr1	1953256	1954399	30827f43-ebcb-4f61-bb5f-c4cd62d26b5e	1940825	1965848	rev	UWB_Cisp0
chr1	3569402	3570539	eb7c1027-b387-43c3-b648-b1d6621c324f	3554855	3570546	fwd	UWB_Cisp0
chr1	3569076	3571778	92448c87-d57c-4ce1-875f-7e391594bb09	3563791	3573865	rev	UWB_Cisp0
chr1	4676695	4682999	9956ba23-95c2-4197-abf5-b5c1d28f8fea	4655644	4683003	rev	UWB_Cisp0
chr1	5364381	5368606	f8283be1-8bd4-4efe-a098-9d72cc2e4e21	5361251	5385372	fwd	UWB_Cisp0
chr1	5940100	5944057	5b17d4f3-aa8d-41c4-843d-079935997e35	5938607	5946980	rev	UWB_Cisp0
chr1	7995757	7998929	e02c9e88-0e99-453a-ac11-609d6e527915	7990165	8006595	fwd	UWB_Cisp0
chr1	9127227	9130845	05673ca0-a8ff-41f9-be90-06202eac6456	9120528	9136485	rev	UWB_Cisp0
chr1	9897564	9899501	ad036908-26c9-4088-819f-a7646129c2c3	9887986	9899507	fwd	UWB_Cisp0
chr1	9988704	9992963	0cb67200-6435-4400-bfbc-fb24795db75c	9986767	10002885	rev	UWB_Cisp0
chr1	12753033	12757722	a333dbd0-11df-43fc-8930-f00a4c517270	12742533	12760490	fwd	UWB_Cisp0
chr1	17199422	17201905	0fffec3f-a556-4ce2-8f26-4f5008106f99	17188393	17201918	fwd	UWB_Cisp0
chr1	18986212	18990384	4ca19fae-3214-41de-a306-26a2f9fa464d	18986201	18992587	fwd	UWB_Cisp0
chr1	19379333	19381366	d5783650-6716-4556-be14-76e89b0eb4ee	19377767	19388115	rev	UWB_Cisp0
chr1	20361174	20368429	742aaf2e-1b27-4fb4-9bc1-51b0fd14253d	20361168	20380458	rev	UWB_Cisp0
chr1	21927003	21931222	2638d467-8deb-4015-b2b0-b1d31aa3877a	21923823	21937725	fwd	UWB_Cisp0
chr1	24921533	24923191	bef8507c-d3ca-4372-ae56-d42349a49949	24912388	24924607	fwd	UWB_Cisp0
chr1	26420072	26429222	0b323efb-ea72-45c6-8dda-cff3e20ed9be	26418410	26433142	fwd	UWB_Cisp0
chr1	26479491	26482730	5fba7be8-790b-41ef-8173-6294ce174c7b	26477534	26489902	fwd	UWB_Cisp0
chr1	27231575	27234402	ad694848-2e5b-4cbb-8fe9-ea6f4c7e8abc	27226197	27236703	fwd	UWB_Cisp0
